Gender,Age,Tenure,MonthlyCharges,TotalCharges,PaymentMethod,ContractType,InternetService,StreamingServices,TechSupport,Churn
1,50,62,110.78,6868.36,3,2,0,1,1,0
0,38,53,93.6,4960.8,0,1,0,0,1,1
0,69,10,65.1,651.0,1,2,0,1,0,1
0,34,44,120.84,5316.96,0,2,0,0,1,1
0,38,47,98.51,4629.97,1,1,0,0,1,1
0,51,52,39.67,2062.84,2,2,1,1,0,1
0,71,49,147.04,7204.96,2,0,0,1,1,0
1,28,33,38.28,1263.24,3,1,0,1,1,1
0,48,63,78.52,4946.76,2,1,1,1,0,0
0,77,57,49.55,2824.35,3,0,1,0,1,0
1,48,42,114.72,4818.24,2,2,0,0,1,1
0,57,27,78.71,2125.17,3,0,1,1,1,0
1,78,21,92.74,1947.54,1,0,0,1,1,0
0,33,2,53.05,106.1,1,1,0,0,0,0
1,25,13,63.94,831.22,0,0,1,0,0,0
0,55,10,115.46,1154.6,1,0,1,1,1,0
0,57,52,126.23,6563.96,2,1,0,1,0,0
1,42,57,67.95,3873.15,3,2,1,0,1,0
1,67,10,48.55,485.5,1,0,1,0,1,1
0,25,52,135.06,7023.12,2,2,1,0,1,1
1,42,63,37.08,2336.04,0,0,1,0,0,1
1,66,0,124.89,0.0,1,2,1,0,1,1
1,36,54,55.07,2973.78,2,0,1,0,0,0
0,54,14,79.01,1106.14,1,0,0,1,0,0
1,33,59,54.82,3234.38,0,2,1,1,0,0
0,29,10,46.5,465.0,1,0,1,0,0,1
0,51,52,67.35,3502.2,3,2,1,1,1,1
0,49,41,101.94,4179.54,0,0,1,0,0,1
1,18,25,67.22,1680.5,1,1,1,0,0,1
0,76,15,138.34,2075.1,3,0,1,1,0,0
0,28,4,96.6,386.4,3,0,1,1,0,1
0,45,21,49.17,1032.57,3,0,1,0,0,0
0,18,7,100.32,702.24,0,1,0,1,1,1
1,32,2,140.6,281.2,2,2,1,1,1,1
0,32,26,24.89,647.14,0,0,1,0,0,0
1,66,44,125.26,5511.44,0,0,1,0,0,0
0,66,7,110.68,774.76,2,1,0,0,0,0
1,64,40,74.15,2966.0,3,2,1,1,0,1
1,56,3,110.3,330.9,0,0,1,1,1,0
0,24,55,45.85,2521.75,3,2,0,1,1,0
1,29,43,34.31,1475.33,3,2,0,1,1,1
0,27,64,37.48,2398.72,3,0,1,0,0,0
0,29,42,84.08,3531.36,2,0,0,1,0,1
0,71,66,111.72,7373.52,0,0,1,1,1,0
1,64,65,113.87,7401.55,1,1,1,0,1,1
0,75,42,21.59,906.78,1,1,1,1,1,1
0,43,54,140.37,7579.98,2,2,1,1,0,1
0,68,38,149.12,5666.56,1,0,1,1,0,0
1,56,19,54.17,1029.23,3,1,1,0,0,1
1,35,41,85.35,3499.35,0,1,1,1,1,0
0,19,10,34.8,348.0,0,1,1,0,0,0
0,29,45,74.14,3336.3,3,0,0,0,0,0
1,23,18,81.91,1474.38,0,0,0,0,1,1
0,78,4,108.82,435.28,1,0,1,0,0,1
1,70,54,106.22,5735.88,1,0,0,1,1,1
1,65,31,70.37,2181.47,1,1,1,1,0,0
1,52,66,63.5,4191.0,0,2,1,0,0,0
1,40,17,69.72,1185.24,1,1,1,1,1,1
0,78,48,86.79,4165.92,3,0,0,0,0,0
0,21,10,54.01,540.1,3,1,0,1,1,1
1,72,68,47.42,3224.56,0,0,1,0,1,1
0,54,32,129.07,4130.24,0,1,1,1,0,0
1,22,28,121.76,3409.28,3,0,0,0,0,0
0,74,45,109.65,4934.25,3,0,1,1,0,0
1,65,57,149.13,8500.41,0,2,1,0,0,0
1,49,56,111.64,6251.84,0,2,0,0,1,1
0,34,15,71.9,1078.5,1,2,1,0,1,0
0,55,38,102.87,3909.06,1,2,1,1,0,0
0,38,25,99.78,2494.5,2,2,1,0,1,1
0,53,39,59.23,2309.97,3,0,1,1,0,1
0,76,70,42.43,2970.1,3,2,1,1,1,0
1,26,69,84.43,5825.67,1,1,1,0,0,0
0,20,8,36.65,293.2,0,0,0,0,0,1
0,39,25,23.73,593.25,1,0,1,1,1,0
1,45,17,55.42,942.14,2,0,1,0,1,0
1,32,15,127.37,1910.55,3,0,1,1,1,0
0,51,26,124.6,3239.6,3,2,0,1,0,1
0,28,66,98.33,6489.78,1,2,0,1,1,1
0,18,47,126.74,5956.78,1,1,1,1,1,1
0,49,14,84.66,1185.24,1,2,1,1,0,1
1,64,23,108.29,2490.67,1,2,1,0,1,1
1,71,17,146.89,2497.13,0,0,0,0,0,1
0,54,28,138.64,3881.92,3,0,1,0,1,0
0,45,46,123.36,5674.56,3,1,0,0,0,0
0,48,42,52.45,2202.9,1,1,1,0,1,0
0,27,28,51.1,1430.8,0,2,1,0,0,0
0,39,53,63.62,3371.86,1,1,0,0,0,1
1,48,67,87.01,5829.67,2,0,0,0,1,0
0,32,56,39.96,2237.76,3,0,1,0,0,0
1,28,12,123.44,1481.28,3,1,1,0,1,0
1,64,59,57.95,3419.05,3,2,1,1,1,0
1,71,2,149.85,299.7,1,2,1,0,1,1
1,57,48,144.6,6940.8,2,2,0,0,1,1
0,61,26,112.28,2919.28,3,2,1,1,1,1
0,39,18,86.41,1555.38,1,1,0,0,1,1
0,58,57,144.49,8235.93,0,0,1,1,1,0
0,42,14,29.72,416.08,2,2,1,1,0,1
1,56,27,76.1,2054.7,2,0,1,0,0,1
0,53,24,58.89,1413.36,3,1,1,1,1,0
1,41,67,23.55,1577.85,2,1,1,1,0,0
1,44,59,123.79,7303.61,1,0,1,1,1,0
1,26,10,22.65,226.5,1,2,1,0,1,1
0,45,12,54.89,658.68,1,1,1,0,0,0
0,71,39,57.39,2238.21,3,2,0,1,0,0
1,62,13,33.03,429.39,0,0,1,0,1,0
0,19,69,107.81,7438.89,3,2,1,1,0,1
0,79,66,28.13,1856.58,2,2,1,1,0,1
1,24,27,42.06,1135.62,0,1,0,0,0,1
0,49,43,42.69,1835.67,3,0,1,1,1,1
1,71,7,137.44,962.08,0,1,1,1,0,1
0,18,25,131.46,3286.5,2,2,0,1,0,0
1,43,58,107.23,6219.34,0,2,1,0,0,1
1,56,45,69.1,3109.5,1,2,1,1,0,1
1,42,0,44.7,0.0,3,2,1,1,0,1
1,49,37,62.75,2321.75,1,1,1,1,1,1
0,42,36,26.97,970.92,1,1,1,0,0,1
0,47,41,43.6,1787.6,1,0,0,0,1,0
1,24,24,139.99,3359.76,1,0,0,1,1,0
1,20,54,52.23,2820.42,3,2,1,0,1,1
0,47,31,136.3,4225.3,1,2,0,1,1,0
1,62,70,84.46,5912.2,3,1,1,0,1,0
1,56,45,48.08,2163.6,2,2,1,1,1,1
1,49,29,111.93,3245.97,0,0,0,0,1,1
1,28,69,48.42,3340.98,0,1,1,0,1,1
1,45,33,69.24,2284.92,2,0,1,1,0,0
0,61,36,70.02,2520.72,2,2,1,0,0,1
1,60,52,98.11,5101.72,1,2,1,1,1,0
1,55,68,60.54,4116.72,3,0,0,1,0,1
1,70,8,32.3,258.4,2,1,1,0,0,0
1,34,0,147.56,0.0,0,2,1,1,0,1
0,49,51,149.3,7614.3,2,1,0,1,1,1
1,57,68,46.03,3130.04,2,0,0,0,0,1
1,62,45,64.07,2883.15,0,0,0,0,0,1
1,49,59,147.35,8693.65,0,0,1,1,0,0
1,36,26,96.85,2518.1,1,0,1,0,1,0
1,52,56,123.07,6891.92,2,1,1,1,1,0
1,78,4,39.41,157.64,2,2,1,0,1,0
0,37,53,61.49,3258.97,0,1,1,0,0,0
0,51,68,83.51,5678.68,0,0,1,1,0,1
0,27,4,70.95,283.8,1,1,1,0,1,1
0,43,63,96.8,6098.4,0,2,1,1,1,1
1,23,69,119.92,8274.48,3,0,1,1,1,1
1,49,5,44.47,222.35,3,2,0,1,0,0
0,51,38,45.79,1740.02,0,1,1,1,0,0
0,70,63,79.51,5009.13,1,0,1,1,1,1
0,65,25,109.59,2739.75,3,2,1,1,0,1
1,70,44,104.69,4606.36,2,0,1,0,1,1
0,67,44,99.09,4359.96,0,2,1,0,0,0
1,79,12,81.27,975.24,0,0,0,1,0,0
0,20,3,85.69,257.07,3,1,1,1,0,0
0,65,43,127.24,5471.32,0,0,1,0,1,1
0,65,22,54.05,1189.1,2,2,0,1,0,0
1,71,16,58.28,932.48,0,0,1,0,1,0
0,75,60,92.04,5522.4,3,2,1,0,0,1
0,20,14,133.25,1865.5,0,2,1,0,0,1
1,36,0,58.15,0.0,3,0,1,0,1,1
1,48,32,101.73,3255.36,0,0,1,0,1,0
1,44,36,25.28,910.08,1,2,1,1,0,1
1,24,32,68.11,2179.52,3,1,0,1,1,1
0,20,1,23.11,23.11,3,2,0,1,0,1
1,61,50,20.21,1010.5,0,2,0,1,1,1
0,62,28,71.11,1991.08,0,1,1,1,1,0
1,58,10,43.05,430.5,3,0,0,0,1,1
0,27,66,40.53,2674.98,0,1,1,0,0,0
1,51,27,111.22,3002.94,1,2,1,0,0,0
0,39,67,94.33,6320.11,2,0,1,1,1,1
1,42,60,50.11,3006.6,0,0,1,0,0,0
0,36,71,57.14,4056.94,3,2,1,1,0,1
1,63,24,79.73,1913.52,3,2,1,1,1,1
0,70,29,51.85,1503.65,2,0,1,1,1,1
0,46,11,85.48,940.28,1,2,1,1,0,1
1,77,59,80.0,4720.0,2,2,1,0,1,0
0,39,71,138.14,9807.94,3,2,1,1,0,0
0,49,9,100.12,901.08,2,1,1,0,0,0
0,21,20,97.24,1944.8,1,2,0,1,0,0
1,67,66,50.89,3358.74,3,0,1,0,0,1
0,63,4,20.45,81.8,2,0,1,1,1,0
1,58,21,149.11,3131.31,0,0,1,1,1,0
1,20,52,136.17,7080.84,1,1,1,0,1,1
0,77,15,71.74,1076.1,2,0,1,1,1,1
1,56,0,113.66,0.0,2,0,0,1,0,0
1,20,63,144.8,9122.4,2,1,1,0,0,1
0,78,64,42.08,2693.12,2,1,1,1,1,1
0,39,2,35.65,71.3,0,2,0,0,1,1
0,60,63,139.34,8778.42,0,0,1,0,0,0
0,48,41,131.78,5402.98,1,1,0,1,1,1
1,67,48,106.96,5134.08,3,1,0,0,1,0
0,20,68,54.44,3701.92,2,0,1,0,0,0
1,37,46,77.53,3566.38,0,2,0,1,1,0
1,20,50,106.94,5347.0,1,1,1,1,0,0
1,49,37,93.04,3442.48,0,2,1,1,0,0
1,65,67,123.51,8275.17,2,0,1,0,0,1
0,78,65,131.67,8558.55,3,0,1,0,1,0
1,64,34,93.86,3191.24,0,1,1,0,0,1
0,47,35,86.44,3025.4,3,0,1,0,1,1
1,39,32,126.18,4037.76,2,2,0,1,0,1
1,59,10,38.25,382.5,1,1,1,1,1,0
1,27,18,83.4,1501.2,1,1,1,0,1,0
1,31,36,115.82,4169.52,2,0,1,0,0,1
1,67,13,98.54,1281.02,0,1,0,1,0,1
0,51,13,77.48,1007.24,3,0,1,1,0,0
0,41,25,80.39,2009.75,0,1,0,1,0,1
1,36,47,133.35,6267.45,0,1,1,0,0,1
1,58,4,128.74,514.96,3,0,1,1,0,0
0,35,1,25.88,25.88,3,2,0,1,0,1
1,66,4,141.12,564.48,2,0,1,0,0,0
0,52,42,127.49,5354.58,1,1,1,0,1,1
0,35,47,105.23,4945.81,0,1,0,1,0,1
1,18,57,110.84,6317.88,1,0,1,0,0,0
0,76,56,75.34,4219.04,0,0,1,1,1,1
1,35,22,21.8,479.6,3,0,0,0,0,0
1,51,45,115.23,5185.35,3,2,1,1,0,1
0,57,69,94.51,6521.19,1,2,1,0,1,0
0,54,23,142.87,3286.01,1,2,1,0,0,1
1,48,65,69.51,4518.15,0,0,0,0,1,0
0,58,16,53.29,852.64,3,2,1,0,1,0
1,22,38,74.22,2820.36,0,2,1,1,0,1
0,39,43,143.03,6150.29,2,0,1,0,0,1
0,70,27,22.18,598.86,0,1,0,1,0,0
1,56,21,43.46,912.66,1,1,1,0,1,0
1,63,15,63.9,958.5,3,2,1,1,0,0
0,78,48,59.97,2878.56,2,1,1,1,1,1
1,72,22,133.62,2939.64,1,0,1,0,1,1
1,57,39,82.45,3215.55,2,2,0,0,0,1
0,70,28,24.99,699.72,1,0,1,0,1,1
1,38,62,71.13,4410.06,2,0,1,1,1,0
1,34,35,126.28,4419.8,1,2,1,0,1,0
0,36,31,117.92,3655.52,2,0,1,1,1,0
0,57,3,105.75,317.25,2,1,1,1,1,0
0,63,12,20.66,247.92,0,2,1,0,1,0
0,72,3,117.7,353.1,0,0,1,1,1,0
0,29,47,93.01,4371.47,2,0,0,0,0,0
1,64,40,28.22,1128.8,1,1,1,1,1,1
1,76,39,133.93,5223.27,0,2,1,0,1,1
1,39,17,69.69,1184.73,3,2,0,0,0,1
0,47,69,138.52,9557.88,0,2,1,1,1,0
0,71,9,135.72,1221.48,2,0,0,1,0,0
0,75,0,76.05,0.0,1,1,1,0,0,1
1,79,9,69.82,628.38,1,0,1,0,0,0
0,21,30,124.42,3732.6,2,1,0,0,1,0
1,65,24,67.33,1615.92,1,1,1,0,0,0
1,31,63,58.14,3662.82,0,1,1,0,1,0
0,72,27,58.4,1576.8,0,2,0,0,1,0
0,26,50,75.95,3797.5,0,0,0,0,1,1
1,32,16,146.07,2337.12,3,1,0,0,1,0
1,39,59,136.25,8038.75,1,0,1,0,1,1
0,33,51,115.27,5878.77,0,2,1,1,1,1
1,67,35,60.55,2119.25,1,1,1,1,1,1
1,78,26,107.34,2790.84,2,0,1,1,0,0
1,76,53,117.08,6205.24,1,0,1,1,1,0
0,49,63,49.42,3113.46,0,2,1,1,0,0
0,37,17,101.48,1725.16,2,2,1,0,0,1
1,49,60,48.53,2911.8,0,0,0,1,1,0
1,77,11,140.01,1540.11,0,1,1,0,0,0
1,29,68,132.79,9029.72,3,2,0,0,0,1
1,52,30,118.64,3559.2,1,1,1,1,0,1
0,39,69,97.95,6758.55,0,0,0,1,1,0
1,56,33,73.82,2436.06,0,2,1,1,0,0
1,76,25,129.0,3225.0,0,2,0,0,0,1
0,38,10,130.56,1305.6,1,2,1,1,1,0
0,72,21,124.13,2606.73,0,1,1,1,1,0
1,76,18,75.74,1363.32,0,0,0,0,0,0
0,54,22,107.61,2367.42,0,1,0,1,1,1
1,47,29,141.75,4110.75,2,1,0,1,0,1
1,32,50,60.76,3038.0,2,0,1,0,0,0
1,72,69,57.35,3957.15,1,0,1,1,0,1
1,47,10,55.16,551.6,1,1,1,0,1,1
0,61,19,54.54,1036.26,0,2,1,1,1,0
1,52,26,43.11,1120.86,1,1,1,1,0,0
1,42,1,129.37,129.37,1,1,0,1,0,1
0,57,14,81.57,1141.98,0,0,1,0,0,0
1,46,63,36.32,2288.16,3,2,1,0,0,0
0,61,38,58.25,2213.5,2,0,1,1,0,1
1,71,54,79.31,4282.74,1,2,1,0,0,0
1,78,10,32.39,323.9,3,2,1,1,1,0
0,37,36,105.14,3785.04,1,2,0,1,1,0
0,54,33,89.05,2938.65,0,2,0,1,0,1
0,68,4,51.13,204.52,3,0,1,1,1,1
0,76,67,122.16,8184.72,3,0,1,0,0,1
1,60,2,71.72,143.44,0,1,1,1,0,0
1,50,6,77.03,462.18,3,2,0,0,1,1
0,23,25,50.78,1269.5,1,2,1,1,0,0
1,57,30,88.91,2667.3,0,0,0,0,1,0
0,71,38,64.68,2457.84,2,0,0,0,1,0
1,24,5,93.77,468.85,0,1,1,0,1,0
0,28,71,138.21,9812.91,2,2,1,1,1,1
1,43,10,100.11,1001.1,3,1,0,0,0,0
1,27,28,149.16,4176.48,0,1,0,1,1,0
1,56,71,110.95,7877.45,1,0,1,1,0,1
1,32,13,127.96,1663.48,0,1,0,0,1,0
1,51,26,52.17,1356.42,3,0,1,0,0,1
0,44,44,35.97,1582.68,1,1,0,0,0,0
1,44,48,65.16,3127.68,2,1,0,1,1,1
0,54,13,50.77,660.01,2,2,1,1,0,1
0,59,59,101.72,6001.48,3,2,0,1,1,0
0,52,29,80.81,2343.49,2,0,1,1,1,1
1,37,55,149.77,8237.35,2,1,0,0,1,1
0,53,29,43.95,1274.55,3,2,1,1,0,1
0,51,56,100.58,5632.48,1,1,1,1,0,1
0,66,69,71.79,4953.51,2,2,1,0,0,0
1,54,23,52.36,1204.28,3,0,0,1,1,0
1,79,23,103.69,2384.87,3,0,1,0,0,0
1,51,67,83.27,5579.09,1,2,0,1,0,1
1,64,56,23.01,1288.56,0,1,1,0,1,1
1,74,40,80.36,3214.4,3,2,1,0,1,0
0,42,57,38.59,2199.63,2,2,1,0,1,1
1,18,8,143.61,1148.88,0,0,1,1,0,1
0,72,36,108.4,3902.4,1,0,1,0,1,1
0,22,17,107.58,1828.86,0,2,1,0,0,0
0,69,46,54.08,2487.68,1,1,1,1,1,0
0,24,22,120.55,2652.1,0,1,1,0,1,1
0,19,68,47.07,3200.76,0,1,1,0,1,0
1,74,59,54.04,3188.36,0,1,0,0,1,1
1,64,13,57.56,748.28,2,1,1,0,1,1
1,76,34,43.72,1486.48,1,2,0,0,1,0
1,66,0,95.86,0.0,2,2,1,1,1,0
0,45,71,115.39,8192.69,3,0,0,0,1,0
1,54,19,114.74,2180.06,3,0,1,1,1,0
1,35,14,72.61,1016.54,1,1,1,0,0,0
1,28,7,64.15,449.05,2,0,0,0,1,1
1,73,35,101.33,3546.55,1,1,0,1,1,1
1,59,11,119.07,1309.77,2,1,0,1,0,0
1,77,41,119.54,4901.14,3,0,1,1,0,0
1,52,18,126.53,2277.54,1,1,1,1,1,1
1,47,4,132.08,528.32,3,0,1,1,0,1
1,26,66,122.95,8114.7,1,1,1,1,1,0
1,44,50,110.69,5534.5,0,2,0,0,1,0
0,46,9,31.46,283.14,2,0,1,0,0,1
0,35,57,112.7,6423.9,3,0,1,0,1,1
1,43,12,140.68,1688.16,2,2,1,0,1,1
0,54,11,33.12,364.32,2,0,1,1,0,0
0,25,0,99.9,0.0,1,1,1,0,1,1
1,69,27,44.57,1203.39,1,1,0,0,1,0
0,58,49,99.92,4896.08,3,0,0,1,1,0
0,69,39,113.9,4442.1,1,1,1,1,0,1
1,46,44,68.9,3031.6,3,2,1,1,0,1
1,56,10,89.93,899.3,1,0,1,1,1,1
0,20,2,56.04,112.08,2,1,0,0,0,0
1,51,22,116.56,2564.32,0,1,0,1,1,0
1,64,39,140.32,5472.48,1,1,0,0,0,1
1,64,43,99.16,4263.88,2,2,0,0,1,0
1,64,43,52.38,2252.34,0,1,1,0,1,0
0,73,65,93.64,6086.6,3,1,1,0,1,1
1,54,32,93.4,2988.8,1,1,1,0,1,1
0,62,47,76.09,3576.23,3,0,1,1,1,1
0,56,57,98.97,5641.29,0,1,1,1,1,1
1,67,35,113.52,3973.2,1,0,1,0,1,1
0,29,62,24.25,1503.5,3,2,1,1,0,0
0,67,38,46.24,1757.12,2,0,0,0,0,1
1,27,37,129.89,4805.93,3,0,1,0,1,1
1,43,10,116.42,1164.2,3,2,1,1,1,1
1,78,27,55.1,1487.7,0,1,1,1,0,1
0,62,69,23.82,1643.58,0,2,1,0,0,0
0,48,47,143.53,6745.91,3,1,0,1,0,1
0,37,8,24.19,193.52,0,0,1,0,1,1
1,73,28,45.89,1284.92,2,2,1,1,1,0
0,26,61,90.32,5509.52,2,1,1,0,0,1
0,44,54,26.29,1419.66,2,0,1,1,1,0
0,46,53,62.35,3304.55,3,2,1,0,1,1
1,21,23,67.14,1544.22,0,1,1,1,0,1
1,33,65,146.87,9546.55,1,2,1,1,1,0
1,79,63,74.83,4714.29,2,2,1,0,1,0
1,38,44,129.44,5695.36,1,0,1,0,0,1
0,79,59,126.86,7484.74,2,2,1,0,1,0
1,49,17,58.91,1001.47,2,2,1,0,1,1
0,27,69,112.41,7756.29,3,1,1,1,0,1
0,77,51,45.17,2303.67,2,2,1,0,1,1
1,20,32,112.95,3614.4,1,0,1,0,1,1
1,44,5,21.6,108.0,2,2,1,1,0,1
1,34,45,115.54,5199.3,0,0,0,1,0,0
0,47,17,49.62,843.54,0,1,1,0,0,0
0,35,5,56.02,280.1,0,1,1,1,0,0
0,24,58,98.83,5732.14,1,1,1,0,1,0
0,19,67,71.76,4807.92,0,0,0,1,0,0
0,62,53,47.33,2508.49,3,1,1,1,0,1
0,51,55,71.66,3941.3,2,2,1,0,0,0
0,38,8,149.57,1196.56,1,1,1,0,1,0
1,30,22,71.29,1568.38,1,0,1,0,1,1
1,65,15,94.3,1414.5,1,1,1,0,1,1
0,43,15,27.76,416.4,2,0,0,0,1,1
0,74,28,61.36,1718.08,2,0,0,1,1,1
1,61,4,54.97,219.88,0,2,1,1,0,1
1,73,56,99.18,5554.08,0,2,1,1,0,1
1,71,6,87.43,524.58,0,1,0,1,1,0
1,48,18,133.98,2411.64,3,2,0,0,1,1
0,61,50,45.54,2277.0,2,2,1,1,0,0
1,63,50,109.96,5498.0,2,0,1,1,0,0
1,62,59,30.97,1827.23,3,2,0,1,0,0
0,20,34,66.83,2272.22,0,0,1,1,0,1
0,56,71,40.14,2849.94,0,0,1,0,0,0
1,34,9,116.14,1045.26,0,2,1,1,0,1
1,50,53,101.23,5365.19,1,2,0,0,1,0
0,50,38,149.45,5679.1,1,2,1,1,0,0
1,73,13,148.13,1925.69,0,2,1,1,0,0
1,53,67,105.0,7035.0,0,1,0,1,1,1
0,74,53,73.98,3920.94,3,1,0,0,1,1
1,61,47,121.98,5733.06,1,0,0,1,1,1
1,29,66,62.12,4099.92,2,0,0,0,0,1
0,74,19,109.66,2083.54,3,1,0,0,1,1
1,20,2,55.46,110.92,0,2,0,0,1,0
1,35,64,97.77,6257.28,3,1,0,0,0,1
0,75,43,125.71,5405.53,3,0,0,0,0,0
0,23,58,120.4,6983.2,3,1,1,1,0,0
0,62,57,70.4,4012.8,0,1,1,0,0,1
1,61,25,131.63,3290.75,2,0,0,1,1,0
1,68,26,83.95,2182.7,0,0,1,1,1,0
1,69,60,89.51,5370.6,3,0,0,1,0,1
1,40,49,72.39,3547.11,1,1,0,1,0,1
1,44,28,125.36,3510.08,0,1,1,0,1,0
1,69,10,132.21,1322.1,1,1,0,1,1,0
1,57,22,61.76,1358.72,0,1,1,0,0,1
0,33,51,109.28,5573.28,1,1,1,1,0,0
0,56,57,131.67,7505.19,2,0,1,1,0,1
1,63,14,122.67,1717.38,3,0,1,1,1,0
1,29,44,95.04,4181.76,3,0,0,1,1,0
0,61,3,70.3,210.9,3,0,1,0,0,1
1,29,57,33.99,1937.43,2,0,1,0,1,0
0,46,3,37.45,112.35,3,2,0,1,1,1
1,66,3,148.95,446.85,1,2,1,0,1,1
1,75,52,88.82,4618.64,0,0,1,1,0,0
1,42,16,60.42,966.72,0,1,1,0,1,1
0,52,63,54.84,3454.92,0,2,0,0,1,0
1,73,55,147.68,8122.4,0,2,1,0,1,0
1,34,56,36.64,2051.84,2,1,1,1,0,1
0,56,0,28.98,0.0,3,2,0,0,1,1
0,50,15,29.57,443.55,2,0,1,1,1,0
0,32,42,142.2,5972.4,0,0,0,1,0,1
0,24,35,89.23,3123.05,2,0,1,1,0,0
0,34,28,146.12,4091.36,3,0,1,1,0,1
0,68,28,133.5,3738.0,2,2,0,0,1,1
0,42,53,144.42,7654.26,2,2,1,1,0,0
1,52,27,140.98,3806.46,3,2,0,0,1,0
0,22,57,71.98,4102.86,0,1,1,0,0,0
1,57,51,144.52,7370.52,2,1,0,1,0,1
0,56,3,92.1,276.3,3,2,1,0,1,0
0,73,14,66.57,931.98,1,2,1,0,0,1
1,71,16,136.22,2179.52,0,1,1,0,1,0
1,47,32,144.16,4613.12,2,1,1,1,0,0
1,67,69,34.82,2402.58,2,0,1,0,1,1
1,69,36,103.48,3725.28,0,1,1,0,1,1
1,76,62,136.21,8445.02,1,2,1,0,0,0
0,66,58,26.55,1539.9,1,0,1,0,1,0
1,22,71,127.8,9073.8,2,0,1,1,0,0
0,33,21,42.99,902.79,3,0,1,0,0,1
1,20,5,82.31,411.55,1,1,0,0,1,0
0,26,52,53.31,2772.12,1,2,1,0,0,0
1,54,9,122.64,1103.76,0,1,1,1,0,1
1,47,2,47.77,95.54,3,0,1,1,1,1
0,56,18,135.96,2447.28,1,1,0,0,1,1
0,64,14,135.1,1891.4,3,1,1,0,1,0
1,61,16,129.94,2079.04,1,2,1,0,1,1
1,52,1,58.36,58.36,1,0,0,1,1,0
1,19,42,100.94,4239.48,3,1,1,0,1,1
0,37,21,103.46,2172.66,0,2,1,0,0,0
0,19,17,143.81,2444.77,2,2,1,0,0,0
0,24,37,147.08,5441.96,2,0,0,1,1,1
1,79,52,121.23,6303.96,3,0,1,0,0,1
0,58,3,55.03,165.09,0,1,1,1,0,1
0,55,69,136.99,9452.31,3,0,0,0,0,0
1,35,1,126.41,126.41,0,1,1,1,1,0
0,78,37,101.03,3738.11,2,1,0,1,1,1
1,41,29,28.85,836.65,0,1,1,0,1,1
1,22,55,138.44,7614.2,1,0,1,0,1,1
1,20,45,79.14,3561.3,0,1,1,1,1,1
1,22,1,82.73,82.73,3,1,1,1,0,1
0,77,38,144.98,5509.24,3,1,0,0,1,1
0,33,43,57.38,2467.34,1,0,1,1,0,1
0,62,16,98.8,1580.8,0,2,0,1,0,1
1,22,60,55.74,3344.4,1,0,1,0,0,1
0,39,28,111.08,3110.24,0,0,1,1,1,0
0,31,7,120.39,842.73,3,1,1,0,1,0
0,67,21,66.88,1404.48,3,0,1,1,1,1
0,52,3,68.72,206.16,2,2,1,1,0,0
0,32,7,72.16,505.12,3,2,0,1,1,0
0,63,52,47.75,2483.0,0,1,1,1,0,0
1,21,66,129.63,8555.58,3,0,0,1,0,0
0,38,55,78.64,4325.2,0,2,0,0,0,0
0,54,9,26.17,235.53,3,0,1,1,1,0
1,23,28,68.2,1909.6,2,1,1,0,1,1
0,50,28,82.48,2309.44,0,0,1,0,0,1
0,26,61,52.98,3231.78,3,2,0,1,1,1
0,38,52,42.44,2206.88,3,1,0,1,1,1
1,30,13,82.22,1068.86,3,2,0,0,0,1
0,74,46,37.01,1702.46,3,1,1,0,0,0
1,62,12,61.84,742.08,2,1,1,1,1,1
0,39,70,112.88,7901.6,0,0,1,1,0,1
1,28,34,27.24,926.16,2,0,0,1,1,0
0,60,29,109.23,3167.67,1,2,0,1,0,1
0,29,36,61.49,2213.64,2,0,1,1,1,0
1,62,7,86.01,602.07,2,0,1,0,0,0
1,78,41,74.84,3068.44,1,1,1,1,1,1
1,18,19,108.59,2063.21,3,2,0,0,0,1
1,27,34,120.52,4097.68,2,0,0,1,0,0
0,56,28,99.79,2794.12,1,2,0,1,1,1
0,76,44,56.1,2468.4,2,1,1,1,0,1
1,41,16,94.33,1509.28,1,2,0,1,1,1
1,18,8,82.5,660.0,0,1,1,1,0,1
0,21,45,103.79,4670.55,3,0,1,1,0,0
0,27,9,108.87,979.83,1,1,0,0,0,0
1,54,37,23.73,878.01,1,0,1,1,0,0
1,20,28,59.35,1661.8,0,1,1,0,1,0
1,48,4,65.08,260.32,3,1,1,1,1,0
0,20,8,26.33,210.64,3,1,1,0,0,0
1,51,50,124.34,6217.0,0,2,1,1,1,0
0,52,64,72.25,4624.0,3,2,1,0,1,1
1,51,58,129.88,7533.04,1,0,1,1,0,1
0,40,57,91.33,5205.81,1,0,1,0,0,0
0,67,17,63.25,1075.25,1,0,0,1,0,1
1,19,42,97.36,4089.12,3,1,1,0,0,1
0,32,47,147.0,6909.0,2,1,0,1,1,0
0,34,41,31.15,1277.15,3,1,1,0,0,0
1,54,64,90.04,5762.56,2,0,0,0,0,0
1,73,41,39.88,1635.08,1,2,1,0,0,0
0,50,10,66.52,665.2,1,1,0,0,0,1
0,48,13,45.8,595.4,1,0,1,1,0,1
0,51,18,75.68,1362.24,0,0,1,1,1,0
0,79,6,76.73,460.38,0,0,1,1,0,1
0,71,4,113.37,453.48,0,2,1,1,1,1
0,22,11,22.16,243.76,3,1,0,0,1,1
1,43,64,31.42,2010.88,3,1,1,0,1,0
